wkt_geom,OBJECTID,Id,Komm,Ip,X_WERT,Y_WERT,Typ,Brgwl,Iz,Nbr,Rbr,Ski,Hz,Hbr,Qbr,Brkenn
Point (2533205.72999999998137355 5658911.25),51025,0,,54415,2533205.73,5658911.25,M,xx0987654321,33,1,0.29,1,0,0,-0.16,WS3120
Point (2533205.72999999998137355 5658911.25),51026,0,,54415,2533205.73,5658911.25,M,xx0987654321,34,1,0.29,1,0,0,-0.057,WS3120
Point (2533205.72999999998137355 5658911.25),51027,0,,54415,2533205.73,5658911.25,M,xx0987654321,35,1,0.29,1,0,0,-0.024,WS3120
Point (2533205.72999999998137355 5658911.25),51028,0,,54415,2533205.73,5658911.25,M,xx0987654321,36,1,0.29,1,0,0,-0.007,WS3120
Point (2533205.72999999998137355 5658911.25),51029,0,,54415,2533205.73,5658911.25,M,xx0987654321,37,0,0.29,1,0,0,0,WS3120
Point (2533230.74000000022351742 5658751.48000000044703484),51030,0,,54422,2533230.74,5658751.48,M,xx0987654321,32,1,0.29,1,0,0,-0.006,WS3123
Point (2533230.74000000022351742 5658751.48000000044703484),51031,0,,54422,2533230.74,5658751.48,M,xx0987654321,33,1,0.29,1,0,0,-0.092,WS3123
Point (2533230.74000000022351742 5658751.48000000044703484),51032,0,,54422,2533230.74,5658751.48,M,xx0987654321,34,1,0.29,1,0,0,-0.028,WS3123
Point (2533230.74000000022351742 5658751.48000000044703484),51033,0,,54422,2533230.74,5658751.48,M,xx0987654321,35,1,0.29,1,0,0,-0.011,WS3123
Point (2533230.74000000022351742 5658751.48000000044703484),51034,0,,54422,2533230.74,5658751.48,M,xx0987654321,36,0,0.29,1,0,0,0,WS3123
Point (2533238.0400000000372529 5658703.12999999988824129),51035,0,,54423,2533238.04,5658703.13,M,xx0987654321,31,1,0.4,1,0,0,-0.262,WS1861
Point (2533238.0400000000372529 5658703.12999999988824129),51036,0,,54423,2533238.04,5658703.13,M,xx0987654321,32,1,0.4,1,0,0,-0.1,WS1861
Point (2533238.0400000000372529 5658703.12999999988824129),51037,0,,54423,2533238.04,5658703.13,M,xx0987654321,33,2,0.4,1,0,0,-0.272,WS1861
Point (2533238.0400000000372529 5658703.12999999988824129),51038,0,,54423,2533238.04,5658703.13,M,xx0987654321,34,2,0.4,1,0,0,-0.196,WS1861
Point (2533238.0400000000372529 5658703.12999999988824129),51039,0,,54423,2533238.04,5658703.13,M,xx0987654321,35,1,0.4,1,0,0,-0.199,WS3141
Point (2533238.0400000000372529 5658703.12999999988824129),51040,0,,54423,2533238.04,5658703.13,M,x10987654321,36,1,0.4,1,0,0,-0.076,WS3141
Point (2533238.0400000000372529 5658703.12999999988824129),51041,0,,54423,2533238.04,5658703.13,M,x10987654321,37,1,0.4,1,0,0,-0.048,WS3141
Point (2533238.0400000000372529 5658703.12999999988824129),51042,0,,54423,2533238.04,5658703.13,M,x10987654321,38,1,0.4,1,0,0,-0.011,WS3141
Point (2533238.0400000000372529 5658703.12999999988824129),51043,0,,54423,2533238.04,5658703.13,M,x10987654321,39,1,0.4,1,0,0,-0.015,WS3141
Point (2533238.0400000000372529 5658703.12999999988824129),51044,0,,54423,2533238.04,5658703.13,M,x10987654321,40,1,0.4,1,0,0,-0.026,WS3141
Point (2533238.0400000000372529 5658703.12999999988824129),51045,0,,54423,2533238.04,5658703.13,M,x10987654321,41,1,0.4,1,0,0,-0.031,WS3141
Point (2533238.0400000000372529 5658703.12999999988824129),51046,0,,54423,2533238.04,5658703.13,M,x10xxxxxxxxx,42,1,0.4,1,0,0,-0.065,WS3141
Point (2533238.0400000000372529 5658703.12999999988824129),51047,0,,54423,2533238.04,5658703.13,M,x10xxxxxxxxx,43,1,0.4,1,0,0,-0.029,WS3141
Point (2533238.0400000000372529 5658703.12999999988824129),51048,0,,54423,2533238.04,5658703.13,M,x10xxxxxxxxx,44,1,0.4,1,0,0,-0.025,WS3141
Point (2533238.0400000000372529 5658703.12999999988824129),51049,0,,54423,2533238.04,5658703.13,M,x10xxxxxxxxx,45,1,0.4,1,0,0,-0.041,WS3141
Point (2533248.18999999994412065 5658284.9599999999627471),51050,0,,54427,2533248.19,5658284.96,M,xx0987654321,29,1,0.4,1,0,0,-0.235,WS1780
Point (2533248.18999999994412065 5658284.9599999999627471),51051,0,,54427,2533248.19,5658284.96,M,xx0987654321,30,1,0.4,1,0,0,-0.193,WS1780
Point (2533248.18999999994412065 5658284.9599999999627471),51052,0,,54427,2533248.19,5658284.96,M,xx0987654321,31,1,0.4,1,0,0,-0.089,WS1780
Point (2533248.18999999994412065 5658284.9599999999627471),51053,0,,54427,2533248.19,5658284.96,M,xx0987654321,32,1,0.4,1,0,0,-0.021,WS1780
Point (2533248.18999999994412065 5658284.9599999999627471),51054,0,,54427,2533248.19,5658284.96,M,xx0987654321,33,1,0.4,1,0,0,-0.011,WS1780
Point (2533248.18999999994412065 5658284.9599999999627471),51055,0,,54427,2533248.19,5658284.96,M,xx0987654321,34,1,0.4,1,0,0,-0.02,WS1780
Point (2533248.18999999994412065 5658284.9599999999627471),51056,0,,54427,2533248.19,5658284.96,M,xx0987654321,35,1,0.4,1,0,0,-0.014,WS1780
Point (2533248.18999999994412065 5658284.9599999999627471),51057,0,,54427,2533248.19,5658284.96,M,xx0987654321,36,0,0.4,1,0,0,0,WS1780
Point (2533249.5 5658333.9599999999627471),51058,0,,54428,2533249.5,5658333.96,M,x10987654321,29,1,0.4,1,0,0,-0.204,WS1774
Point (2533249.5 5658333.9599999999627471),51059,0,,54428,2533249.5,5658333.96,M,x10987654321,30,1,0.4,1,0,0,-0.135,WS1774
Point (2533249.5 5658333.9599999999627471),51060,0,,54428,2533249.5,5658333.96,M,x10987654321,31,1,0.4,1,0,0,-0.069,WS1774
Point (2533249.5 5658333.9599999999627471),51061,0,,54428,2533249.5,5658333.96,M,x10987654321,32,1,0.4,1,0,0,-0.007,WS1774
Point (2533249.5 5658333.9599999999627471),51062,0,,54428,2533249.5,5658333.96,M,x10987654321,33,1,0.4,1,0,0,-0.033,WS1774
Point (2533249.5 5658333.9599999999627471),51063,0,,54428,2533249.5,5658333.96,M,x10987654321,34,1,0.4,1,0,0,-0.05,WS1774
Point (2533249.5 5658333.9599999999627471),51064,0,,54428,2533249.5,5658333.96,M,x10987654321,35,1,0.4,1,0,0,-0.015,WS1774
Point (2533249.5 5658333.9599999999627471),51065,0,,54428,2533249.5,5658333.96,M,x10987654321,36,1,0.4,1,0,0,-0.002,WS1774
Point (2533249.5 5658333.9599999999627471),51066,0,,54428,2533249.5,5658333.96,M,x10987654321,37,0,0.4,1,0,0,0,WS1774
Point (2533250.93000000016763806 5658850.88999999966472387),51067,0,,54429,2533250.93,5658850.89,M,xx0987654321,32,1,0.29,1,0,0,-0.01,WS3121
Point (2533250.93000000016763806 5658850.88999999966472387),51068,0,,54429,2533250.93,5658850.89,M,xx0987654321,33,1,0.29,1,0,0,-0.065,WS3121
Point (2533250.93000000016763806 5658850.88999999966472387),51069,0,,54429,2533250.93,5658850.89,M,xx0987654321,34,1,0.29,1,0,0,-0.011,WS3121
Point (2533250.93000000016763806 5658850.88999999966472387),51070,0,,54429,2533250.93,5658850.89,M,xx0987654321,35,1,0.29,1,0,0,-0.003,WS3121
Point (2533250.93000000016763806 5658850.88999999966472387),51071,0,,54429,2533250.93,5658850.89,M,xx0987654321,36,0,0.29,1,0,0,0,WS3121
Point (2533281.68999999994412065 5658115.53000000026077032),51072,0,,54440,2533281.69,5658115.53,M,xx0987654321,32,1,0.29,1,0,0,-0.017,WS3082
Point (2533281.68999999994412065 5658115.53000000026077032),51073,0,,54440,2533281.69,5658115.53,M,xx0987654321,33,0,0.29,1,0,0,0,WS3082
Point (2533291.33000000007450581 5658235.45000000018626451),51074,0,,54442,2533291.33,5658235.45,M,xx0987654321,32,1,0.29,1,0,0,-0.023,WS3083
Point (2533291.33000000007450581 5658235.45000000018626451),51075,0,,54442,2533291.33,5658235.45,M,xx0987654321,33,0,0.29,1,0,0,0,WS3083
Point (2533301 5658941.09999999962747097),51076,0,,54445,2533301,5658941.1,M,xx0987654321,32,1,0.29,1,0,0,-0.011,WS3150
Point (2533301 5658941.09999999962747097),51077,0,,54445,2533301,5658941.1,M,xx0987654321,33,1,0.29,1,0,0,-0.147,WS3150
Point (2533301 5658941.09999999962747097),51078,0,,54445,2533301,5658941.1,M,xx0987654321,34,1,0.29,1,0,0,-0.028,WS3150
Point (2533301 5658941.09999999962747097),51079,0,,54445,2533301,5658941.1,M,xx0987654321,35,1,0.29,1,0,0,-0.016,WS3150
Point (2533301 5658941.09999999962747097),51080,0,,54445,2533301,5658941.1,M,xx0987654321,36,1,0.29,1,0,0,-0.006,WS3150
Point (2533301 5658941.09999999962747097),51081,0,,54445,2533301,5658941.1,M,xx0987654321,37,0,0.29,1,0,0,0,WS3150
Point (2533323.54999999981373549 5658736.36000000033527613),51082,0,,54454,2533323.55,5658736.36,M,xx0987654321,31,1,0.4,1,0,0,-0.323,WS1781
Point (2533323.54999999981373549 5658736.36000000033527613),51083,0,,54454,2533323.55,5658736.36,M,xx0987654321,32,1,0.4,1,0,0,-0.124,WS1781
Point (2533323.54999999981373549 5658736.36000000033527613),51084,0,,54454,2533323.55,5658736.36,M,xx0987654321,33,0,0.4,1,0,0,0,WS1781
Point (2533350.62000000011175871 5658601.13999999966472387),51085,0,,54463,2533350.62,5658601.14,M,xxxxxxxx4321,34,2,1.4,1,0,0,-1,WV3185V
Point (2533350.62000000011175871 5658601.13999999966472387),51086,0,,54463,2533350.62,5658601.14,M,xxxxxxxx4321,35,2,1.4,1,0,0,-0.642,WV3185V
Point (2533350.62000000011175871 5658601.13999999966472387),51087,0,,54463,2533350.62,5658601.14,M,xxxxxxxx4321,36,2,1.4,1,0,0,-0.334,WV3185V
Point (2533350.62000000011175871 5658601.13999999966472387),51088,0,,54463,2533350.62,5658601.14,M,xxxxxxxx4321,37,2,1.4,1,0,0,-0.494,WV3185V
Point (2533350.62000000011175871 5658601.13999999966472387),51089,0,,54463,2533350.62,5658601.14,M,xxxxxxxx4321,38,1,1.4,1,0,0,-0.179,WV3186
Point (2533350.62000000011175871 5658601.13999999966472387),51090,0,,54463,2533350.62,5658601.14,M,xxxxxxxx4321,39,0,1.4,1,0,0,0,WV3186
Point (2533363.43999999994412065 5658201.25),51091,0,,54468,2533363.44,5658201.25,M,xx0987654321,28,1,0.4,1,0,0,-0.066,WS1816
Point (2533363.43999999994412065 5658201.25),51092,0,,54468,2533363.44,5658201.25,M,xx0987654321,29,1,0.4,1,0,0,-0.276,WS1816
Point (2533363.43999999994412065 5658201.25),51093,0,,54468,2533363.44,5658201.25,M,xx0987654321,30,1,0.4,1,0,0,-0.104,WS1816
Point (2533363.43999999994412065 5658201.25),51094,0,,54468,2533363.44,5658201.25,M,xx0987654321,31,1,0.4,1,0,0,-0.056,WS1816
Point (2533363.43999999994412065 5658201.25),51095,0,,54468,2533363.44,5658201.25,M,xx0987654321,32,1,0.4,1,0,0,-0.015,WS1816
Point (2533363.43999999994412065 5658201.25),51096,0,,54468,2533363.44,5658201.25,M,xx0987654321,33,1,0.4,1,0,0,-0.001,WS1816
Point (2533363.43999999994412065 5658201.25),51097,0,,54468,2533363.44,5658201.25,M,xx0987654321,34,0,0.4,1,0,0,0,WS1816
Point (2533366.93999999994412065 5658406.32000000029802322),51098,0,,54470,2533366.94,5658406.32,M,xx0987654321,29,1,0.4,1,0,0,-0.251,WS1773
Point (2533366.93999999994412065 5658406.32000000029802322),51099,0,,54470,2533366.94,5658406.32,M,xx0987654321,30,1,0.4,1,0,0,-0.207,WS1773
Point (2533366.93999999994412065 5658406.32000000029802322),51100,0,,54470,2533366.94,5658406.32,M,xx0987654321,31,1,0.4,1,0,0,-0.126,WS1773
Point (2533366.93999999994412065 5658406.32000000029802322),51101,0,,54470,2533366.94,5658406.32,M,xx0987654321,32,1,0.4,1,0,0,-0.027,WS1773
Point (2533366.93999999994412065 5658406.32000000029802322),51102,0,,54470,2533366.94,5658406.32,M,xx0987654321,33,1,0.4,1,0,0,-0.003,WS1773
Point (2533366.93999999994412065 5658406.32000000029802322),51103,0,,54470,2533366.94,5658406.32,M,xx0987654321,34,0,0.4,1,0,0,0,WS1773
Point (2533448.45000000018626451 5658138.26999999955296516),51104,0,,54497,2533448.45,5658138.27,M,xx0987654321,28,1,0.3,1,0,0,-0.034,WS1769
Point (2533448.45000000018626451 5658138.26999999955296516),51105,0,,54497,2533448.45,5658138.27,M,xx0987654321,29,1,0.3,1,0,0,-0.087,WS1769
Point (2533448.45000000018626451 5658138.26999999955296516),51106,0,,54497,2533448.45,5658138.27,M,xx0987654321,30,1,0.3,1,0,0,-0.016,WS1769
Point (2533448.45000000018626451 5658138.26999999955296516),51107,0,,54497,2533448.45,5658138.27,M,xx0987654321,31,1,0.3,1,0,0,-0.009,WS1769
Point (2533448.45000000018626451 5658138.26999999955296516),51108,0,,54497,2533448.45,5658138.27,M,xx0987654321,32,0,0.3,1,0,0,0,WS1769
Point (2533467.99000000022351742 5658467.07000000029802322),51109,0,,54503,2533467.99,5658467.07,M,xx0987654321,29,1,0.4,1,0,0,-0.235,WS1772
Point (2533467.99000000022351742 5658467.07000000029802322),51110,0,,54503,2533467.99,5658467.07,M,xx0987654321,30,1,0.4,1,0,0,-0.233,WS1772
Point (2533467.99000000022351742 5658467.07000000029802322),51111,0,,54503,2533467.99,5658467.07,M,xx0987654321,31,1,0.4,1,0,0,-0.109,WS1772
Point (2533467.99000000022351742 5658467.07000000029802322),51112,0,,54503,2533467.99,5658467.07,M,xx0987654321,32,1,0.4,1,0,0,-0.029,WS1772
Point (2533467.99000000022351742 5658467.07000000029802322),51113,0,,54503,2533467.99,5658467.07,M,xx0987654321,33,0,0.4,1,0,0,0,WS1772
Point (2533474.5400000000372529 5658798.84999999962747097),51114,0,,54506,2533474.54,5658798.85,M,xx0987654321,31,1,0.4,1,0,0,-0.279,WS1782
Point (2533474.5400000000372529 5658798.84999999962747097),51115,0,,54506,2533474.54,5658798.85,M,xx0987654321,32,1,0.4,1,0,0,-0.172,WS1782
Point (2533474.5400000000372529 5658798.84999999962747097),51116,0,,54506,2533474.54,5658798.85,M,xx0987654321,33,1,0.4,1,0,0,-0.039,WS1782
Point (2533474.5400000000372529 5658798.84999999962747097),51117,0,,54506,2533474.54,5658798.85,M,xx0987654321,34,1,0.4,1,0,0,-0.019,WS1782
Point (2533474.5400000000372529 5658798.84999999962747097),51118,0,,54506,2533474.54,5658798.85,M,xx0987654321,35,0,0.4,1,0,0,0,WS1782
Point (2533477.16000000014901161 5658986.16999999992549419),51119,0,,54507,2533477.16,5658986.17,M,xx0987654321,32,1,0.29,1,0,0,-0.2,WS3073
Point (2533477.16000000014901161 5658986.16999999992549419),51120,0,,54507,2533477.16,5658986.17,M,xx0987654321,33,1,0.29,1,0,0,-0.117,WS3073
Point (2533477.16000000014901161 5658986.16999999992549419),51121,0,,54507,2533477.16,5658986.17,M,xx0987654321,34,1,0.29,1,0,0,-0.015,WS3073
Point (2533477.16000000014901161 5658986.16999999992549419),51122,0,,54507,2533477.16,5658986.17,M,xx0987654321,35,1,0.29,1,0,0,-0.014,WS3073
Point (2533477.16000000014901161 5658986.16999999992549419),51123,0,,54507,2533477.16,5658986.17,M,xx0987654321,36,0,0.29,1,0,0,0,WS3073
Point (2533532.10999999986961484 5658838.12000000011175871),51124,0,,54525,2533532.11,5658838.12,M,xx0987654321,32,1,0.29,1,0,0,-0.065,WS3142
Point (2533532.10999999986961484 5658838.12000000011175871),51125,0,,54525,2533532.11,5658838.12,M,xx0987654321,33,1,0.29,1,0,0,-0.09,WS3142
Point (2533532.10999999986961484 5658838.12000000011175871),51126,0,,54525,2533532.11,5658838.12,M,xx0987654321,34,1,0.29,1,0,0,-0.011,WS3142
Point (2533532.10999999986961484 5658838.12000000011175871),51127,0,,54525,2533532.11,5658838.12,M,xx0987654321,35,0,0.29,1,0,0,0,WS3142
Point (2533541.35999999986961484 5658892.50999999977648258),51128,0,,54527,2533541.36,5658892.51,M,xx0987654321,32,1,0.29,1,0,0,-0.075,WS3074
Point (2533541.35999999986961484 5658892.50999999977648258),51129,0,,54527,2533541.36,5658892.51,M,xx0987654321,33,1,0.29,1,0,0,-0.097,WS3074
Point (2533541.35999999986961484 5658892.50999999977648258),51130,0,,54527,2533541.36,5658892.51,M,xx0987654321,34,1,0.29,1,0,0,-0.06,WS3074
Point (2533541.35999999986961484 5658892.50999999977648258),51131,0,,54527,2533541.36,5658892.51,M,xx0987654321,35,1,0.29,1,0,0,-0.042,WS3074
Point (2533541.35999999986961484 5658892.50999999977648258),51132,0,,54527,2533541.36,5658892.51,M,xx0987654321,36,1,0.29,1,0,0,-0.021,WS3074
Point (2533541.35999999986961484 5658892.50999999977648258),51133,0,,54527,2533541.36,5658892.51,M,xx0987654321,37,1,0.29,1,0,0,-0.008,WS3074
Point (2533541.35999999986961484 5658892.50999999977648258),51134,0,,54527,2533541.36,5658892.51,M,xx0987654321,38,1,0.29,1,0,0,-0.003,WS3074
Point (2533541.35999999986961484 5658892.50999999977648258),51135,0,,54527,2533541.36,5658892.51,M,xx0987654321,39,0,0.29,1,0,0,0,WS3074
Point (2533560.79999999981373549 5658427.91999999992549419),51136,0,,54534,2533560.8,5658427.92,M,xx0987654321,27,1,0.4,1,0,0,-0.002,WS1771
Point (2533560.79999999981373549 5658427.91999999992549419),51137,0,,54534,2533560.8,5658427.92,M,xx0987654321,28,1,0.4,1,0,0,-0.407,WS1771
Point (2533560.79999999981373549 5658427.91999999992549419),51138,0,,54534,2533560.8,5658427.92,M,xx0987654321,29,1,0.4,1,0,0,-0.173,WS1771
Point (2533560.79999999981373549 5658427.91999999992549419),51139,0,,54534,2533560.8,5658427.92,M,xx0987654321,30,1,0.4,1,0,0,-0.091,WS1771
Point (2533560.79999999981373549 5658427.91999999992549419),51140,0,,54534,2533560.8,5658427.92,M,xx0987654321,31,1,0.4,1,0,0,-0.059,WS1771
Point (2533560.79999999981373549 5658427.91999999992549419),51141,0,,54534,2533560.8,5658427.92,M,xx0987654321,32,1,0.4,1,0,0,-0.008,WS1771
Point (2533560.79999999981373549 5658427.91999999992549419),51142,0,,54534,2533560.8,5658427.92,M,xx0987654321,33,0,0.4,1,0,0,0,WS1771
Point (2533600.7099999999627471 5658520.79999999981373549),51143,0,,54546,2533600.71,5658520.8,M,xx0987654321,32,1,0.29,1,0,0,-0.034,WS3084
Point (2533600.7099999999627471 5658520.79999999981373549),51144,0,,54546,2533600.71,5658520.8,M,xx0987654321,33,1,0.29,1,0,0,-0.011,WS3084
Point (2533600.7099999999627471 5658520.79999999981373549),51145,0,,54546,2533600.71,5658520.8,M,xx0987654321,34,1,0.29,1,0,0,-0.004,WS3084
Point (2533600.7099999999627471 5658520.79999999981373549),51146,0,,54546,2533600.71,5658520.8,M,xx0987654321,35,0,0.29,1,0,0,0,WS3084
Point (2533601.27000000001862645 5658850.5),51147,0,,54547,2533601.27,5658850.5,M,xx0987654321,31,1,0.4,1,0,0,-0.248,WS1783
Point (2533601.27000000001862645 5658850.5),51148,0,,54547,2533601.27,5658850.5,M,xx0987654321,32,1,0.4,1,0,0,-0.143,WS1783
Point (2533601.27000000001862645 5658850.5),51149,0,,54547,2533601.27,5658850.5,M,xx0987654321,33,1,0.4,1,0,0,-0.042,WS1783
Point (2533601.27000000001862645 5658850.5),51150,0,,54547,2533601.27,5658850.5,M,xx0987654321,34,1,0.4,1,0,0,-0.003,WS1783
Point (2533601.27000000001862645 5658850.5),51151,0,,54547,2533601.27,5658850.5,M,xx0987654321,35,0,0.4,1,0,0,0,WS1783
Point (2533615.5 5658054.95000000018626451),51152,0,,54555,2533615.5,5658054.95,M,xx0987654321,28,1,0.3,1,0,0,-0.214,WS1767
Point (2533615.5 5658054.95000000018626451),51153,0,,54555,2533615.5,5658054.95,M,xx0987654321,29,1,0.3,1,0,0,-0.112,WS1767
Point (2533615.5 5658054.95000000018626451),51154,0,,54555,2533615.5,5658054.95,M,xx0987654321,30,1,0.3,1,0,0,-0.08,WS1767
Point (2533615.5 5658054.95000000018626451),51155,0,,54555,2533615.5,5658054.95,M,xx0987654321,31,1,0.3,1,0,0,-0.019,WS1767
Point (2533615.5 5658054.95000000018626451),51156,0,,54555,2533615.5,5658054.95,M,xx0987654321,32,1,0.3,1,0,0,-0.006,WS1767
Point (2533615.5 5658054.95000000018626451),51157,0,,54555,2533615.5,5658054.95,M,xx0987654321,33,0,0.3,1,0,0,0,WS1767
Point (2533640.43999999994412065 5658172.25),51158,0,,54558,2533640.44,5658172.25,M,xx0987654321,30,1,0.3,1,0,0,-0.067,WS1856
Point (2533640.43999999994412065 5658172.25),51159,0,,54558,2533640.44,5658172.25,M,xx0987654321,31,1,0.3,1,0,0,-0.037,WS1856
Point (2533640.43999999994412065 5658172.25),51160,0,,54558,2533640.44,5658172.25,M,xx0987654321,32,1,0.3,1,0,0,-0.004,WS1856
Point (2533640.43999999994412065 5658172.25),51161,0,,54558,2533640.44,5658172.25,M,xx0987654321,33,0,0.3,1,0,0,0,WS1856
Point (2533644.12000000011175871 5658339.75999999977648258),51162,0,,54559,2533644.12,5658339.76,M,xx0987654321,27,1,0.4,1,0,0,-0.001,WS1770
Point (2533644.12000000011175871 5658339.75999999977648258),51163,0,,54559,2533644.12,5658339.76,M,xx0987654321,28,1,0.4,1,0,0,-0.239,WS1770
Point (2533644.12000000011175871 5658339.75999999977648258),51164,0,,54559,2533644.12,5658339.76,M,xx0987654321,29,1,0.4,1,0,0,-0.068,WS1770
Point (2533644.12000000011175871 5658339.75999999977648258),51165,0,,54559,2533644.12,5658339.76,M,xx0987654321,30,1,0.4,1,0,0,-0.031,WS1770
Point (2533644.12000000011175871 5658339.75999999977648258),51166,0,,54559,2533644.12,5658339.76,M,xx0987654321,31,1,0.4,1,0,0,-0.02,WS1770
Point (2533644.12000000011175871 5658339.75999999977648258),51167,0,,54559,2533644.12,5658339.76,M,xx0987654321,32,1,0.4,1,0,0,-0.025,WS1770
Point (2533644.12000000011175871 5658339.75999999977648258),51168,0,,54559,2533644.12,5658339.76,M,xx0987654321,33,0,0.4,1,0,0,0,WS1770
Point (2533660.81000000005587935 5658530.87000000011175871),51169,0,,54567,2533660.81,5658530.87,M,xx0987654321,32,1,0.29,1,0,0,-0.037,WS3085
Point (2533660.81000000005587935 5658530.87000000011175871),51170,0,,54567,2533660.81,5658530.87,M,xx0987654321,33,1,0.29,1,0,0,-0.01,WS3085
Point (2533660.81000000005587935 5658530.87000000011175871),51171,0,,54567,2533660.81,5658530.87,M,xx0987654321,34,1,0.29,1,0,0,-0.004,WS3085
Point (2533660.81000000005587935 5658530.87000000011175871),51172,0,,54567,2533660.81,5658530.87,M,xx0987654321,35,0,0.29,1,0,0,0,WS3085
Point (2533676.08999999985098839 5658124.76999999955296516),51173,0,,54572,2533676.09,5658124.77,M,xx0987654321,28,1,0.3,1,0,0,-0.22,WS1766
Point (2533676.08999999985098839 5658124.76999999955296516),51174,0,,54572,2533676.09,5658124.77,M,xx0987654321,29,1,0.3,1,0,0,-0.105,WS1766
Point (2533676.08999999985098839 5658124.76999999955296516),51175,0,,54572,2533676.09,5658124.77,M,xx0987654321,30,1,0.3,1,0,0,-0.082,WS1766
Point (2533676.08999999985098839 5658124.76999999955296516),51176,0,,54572,2533676.09,5658124.77,M,xx0987654321,31,1,0.3,1,0,0,-0.042,WS1766
Point (2533676.08999999985098839 5658124.76999999955296516),51177,0,,54572,2533676.09,5658124.77,M,xx0987654321,32,1,0.3,1,0,0,-0.004,WS1766
Point (2533676.08999999985098839 5658124.76999999955296516),51178,0,,54572,2533676.09,5658124.77,M,xx0987654321,33,1,0.3,1,0,0,-0.006,WS1766
Point (2533676.08999999985098839 5658124.76999999955296516),51179,0,,54572,2533676.09,5658124.77,M,xx0987654321,34,0,0.3,1,0,0,0,WS1766
Point (2533711.50999999977648258 5658836.33000000007450581),51180,0,,54583,2533711.51,5658836.33,M,xx0987654321,32,1,0.29,1,0,0,-0.059,WS3143
Point (2533711.50999999977648258 5658836.33000000007450581),51181,0,,54583,2533711.51,5658836.33,M,xx0987654321,33,1,0.29,1,0,0,-0.076,WS3143
Point (2533711.50999999977648258 5658836.33000000007450581),51182,0,,54583,2533711.51,5658836.33,M,xx0987654321,34,1,0.29,1,0,0,-0.007,WS3143
Point (2533711.50999999977648258 5658836.33000000007450581),51183,0,,54583,2533711.51,5658836.33,M,xx0987654321,35,0,0.29,1,0,0,0,WS3143
Point (2533717.45000000018626451 5658269.76999999955296516),51184,0,,54587,2533717.45,5658269.77,M,xx0987654321,25,1,0.4,1,0,0,-0.116,WS1657
Point (2533717.45000000018626451 5658269.76999999955296516),51185,0,,54587,2533717.45,5658269.77,M,xx0987654321,26,1,0.4,1,0,0,-0.468,WS1657
Point (2533717.45000000018626451 5658269.76999999955296516),51186,0,,54587,2533717.45,5658269.77,M,xx0987654321,27,1,0.4,1,0,0,-0.262,WS1657
Point (2533717.45000000018626451 5658269.76999999955296516),51187,0,,54587,2533717.45,5658269.77,M,xx0987654321,28,1,0.4,1,0,0,-0.147,WS1657
Point (2533717.45000000018626451 5658269.76999999955296516),51188,0,,54587,2533717.45,5658269.77,M,xx0987654321,29,1,0.4,1,0,0,-0.082,WS1657
Point (2533717.45000000018626451 5658269.76999999955296516),51189,0,,54587,2533717.45,5658269.77,M,xx0987654321,30,1,0.4,1,0,0,-0.042,WS1657
Point (2533717.45000000018626451 5658269.76999999955296516),51190,0,,54587,2533717.45,5658269.77,M,xx0987654321,31,1,0.4,1,0,0,-0.011,WS1657
Point (2533717.45000000018626451 5658269.76999999955296516),51191,0,,54587,2533717.45,5658269.77,M,xx0987654321,32,1,0.4,1,0,0,-0.026,WS1657
Point (2533717.45000000018626451 5658269.76999999955296516),51192,0,,54587,2533717.45,5658269.77,M,xx0987654321,33,0,0.4,1,0,0,0,WS1657
Point (2533721.54999999981373549 5658896.0400000000372529),51193,0,,54589,2533721.55,5658896.04,M,xx0987654321,32,1,0.29,1,0,0,-0.231,WS3075
Point (2533721.54999999981373549 5658896.0400000000372529),51194,0,,54589,2533721.55,5658896.04,M,xx0987654321,33,1,0.29,1,0,0,-0.06,WS3075
Point (2533721.54999999981373549 5658896.0400000000372529),51195,0,,54589,2533721.55,5658896.04,M,xx0987654321,34,1,0.29,1,0,0,-0.02,WS3075
Point (2533721.54999999981373549 5658896.0400000000372529),51196,0,,54589,2533721.55,5658896.04,M,xx0987654321,35,0,0.29,1,0,0,0,WS3075
Point (2533769.74000000022351742 5658319.48000000044703484),51197,0,,54602,2533769.74,5658319.48,M,xx0987654321,28,1,0.3,1,0,0,-0.161,WS1765
Point (2533769.74000000022351742 5658319.48000000044703484),51198,0,,54602,2533769.74,5658319.48,M,xx0987654321,29,1,0.3,1,0,0,-0.115,WS1765
Point (2533769.74000000022351742 5658319.48000000044703484),51199,0,,54602,2533769.74,5658319.48,M,xx0987654321,30,1,0.3,1,0,0,-0.048,WS1765
Point (2533769.74000000022351742 5658319.48000000044703484),51200,0,,54602,2533769.74,5658319.48,M,xx0987654321,31,1,0.3,1,0,0,-0.023,WS1765
Point (2533769.74000000022351742 5658319.48000000044703484),51201,0,,54602,2533769.74,5658319.48,M,xx0987654321,32,1,0.3,1,0,0,-0.015,WS1765
Point (2533769.74000000022351742 5658319.48000000044703484),51202,0,,54602,2533769.74,5658319.48,M,xx0987654321,33,0,0.3,1,0,0,0,WS1765
Point (2533784.27999999979510903 5658460.03000000026077032),51203,0,,54606,2533784.28,5658460.03,M,xx0987654321,28,1,0.3,1,0,0,-0.271,WS1764
